PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other_Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"JO_1140",1140,"JO","Alexander","Simpson",,"Mr","minister",,"Lawrencekirk",0,"Minister_at_Lawrencekirk,_1607-1657._Attended_General_Assembly_in_1638_and_1639._Involved_in_case_in_1650.","jhm","02_07_02_14:12:43","jhm","12_17_03_10:35:13"
"JO_1141",1141,"JO","James","Valentine","indweller",,,,"Lawrencekirk",0,"Involved_in_case_in_1650.","jhm","02_07_02_14:13:26","jhm","01_22_04_14:17:04"
"JO_1142",1142,"JO","David","Souter","indweller",,,,"Lawrencekirk",0,"Involved_in_case_in_1650.","jhm","02_07_02_14:14:00","jhm","12_15_03_12:12:46"
"JO_1143",1143,"JO","Robert","Rynd",,"Mr",,,,0,"Involved_in_case_in_1649-50.?from_Montrose.","jhm","02_07_02_15:03:08","jhm","12_12_03_14:33:01"
"JO_1144",1144,"JO","John","Cruill",,,,"elder_and_clerk_to_the_kirk_session","Montrose",0,"Involved_in_case_in_1649-50._Note:_elder_in_kirk_session_rather_than_title.","jhm","02_07_02_15:04:52","jhm","11_20_03_14:05:30"
"JO_1145",1145,"JO","James","Granger",,"Mr","minister",,"Kinneff",0,"Involved_in_1649-50_case_in_Brechin.","jhm","02_07_02_15:06:56","jhm","11_27_03_09:49:53"
"JO_1146",1146,"JO","John","Nicol",,"Mr",,,,0,"Involved_in_1649-50_case._?from_Montrose.","jhm","02_07_02_15:08:52","jhm","12_05_03_12:16:03"
"JO_1147",1147,"JO","John","Paterson",,,,,,0,"Involved_in_1649-50_case._?residence_Montrose.","jhm","02_07_02_15:09:26","jhm","12_05_03_14:31:12"
"JO_1148",1148,"JO","William","Alexander",,"Mr",,,,0,"Involved_in_case_in_1650._?from_Menmuir.","jhm","02_07_02_16:08:27","jhm","12_19_03_14:18:03"
"JO_1149",1149,"JO","Robert","Murray",,"Mr",,,,0,"?residence_was_Menmuir._Involved_in_case_in_1650.","jhm","02_07_02_16:08:55","jhm","12_05_03_10:45:25"
"JO_115",115,"JO","Patrick","Dausone",,,,,"Haddington",0,"Involved_in_case_in_1649.","jhm","06_13_01_12:47:39","jhm","11_20_03_14:44:45"
"JO_1150",1150,"JO","Alexander","Middleton",,"Mr",,,,0,"?from_Menmuir._Involved_in_case_in_1650.","jhm","02_07_02_16:09:20","jhm","12_02_03_11:50:43"
"JO_1151",1151,"JO","John","Fraser",,"the_younger",,,,0,"Involved_in_case_in_1650._?from_Menmuir.","jhm","02_07_02_16:09:53","jhm","01_07_04_12:14:09"
"JO_1152",1152,"JO","Alexander","Ramsay",,"Mr","minister",,"Strathmartine",0,"Appointed_by_General_Assembly_as_part_of_a_committee_of_visitation_in_1649._Involved_in_cases_in_1650.","jhm","02_14_02_10:43:18","jhm","12_12_03_09:56:21"
"JO_1153",1153,"JO","James","Scott",,,,"bailie","Selkirk",0,"Involved_in_1561_case.","jhm","02_15_02_12:15:48","jhm","12_12_03_14:49:58"
"JO_1154",1154,"JO","David","Williamson",,"Mr","minister",,"Kilspindie",0,"Minister_at_Kilspindie_1622-1646._Involved_in_case_in_1628.","jhm","02_19_02_09:41:27","jhm","12_18_03_15:55:49"
"JO_1155",1155,"JO","William","Row",,"Mr","minister",,"Forgandenny",0,"Minister_at_Forgandenny_1624-58._Commissioner_of_GA_in_1648._Involved_in_cases_in_1628_and_1646.","jhm","02_19_02_09:42:23","jhm","12_12_03_12:20:50"
"JO_1156",1156,"JO","John","Robertson",,"Mr","minister",,"Perth",0,"Minister_at_Perth_1624-45._Attended_GA_in_1638_and_39._Deposed_by_Assembly_in_1648._Involved_in_case_in_1628.","jhm","02_19_02_09:43:50","jhm","12_12_03_11:37:49"
"JO_1157",1157,"JO","James","Fowler",,"Mr","minister",,"Kinfauns",0,"Minister_at_Kinfauns_1623-67._Involved_in_cases_in_1628_and_1649.","jhm","02_19_02_09:45:29","jhm","01_07_04_12:12:50"
"JO_1158",1158,"JO","John","Malcolm",,"Mr","minister",,"Perth",0,"Minister_at_Perth_1591-1624._Anti-episcopalian_and_attended_General_Assembly_in_1592_and_1618._Involved_in_case_in_1628.","jhm","02_19_02_09:50:34","jhm","12_02_03_09:48:41"
"JO_1159",1159,"JO","David","Murray",,,,"burgess_jailor_of_tolbooth","Perth",0,"Involved_in_case_in_1628.","jhm","02_19_02_10:01:47","jhm","12_05_03_10:34:49"
"JO_1160",1160,"JO","William","Graham",,"Earl_of_Mentieth",,"lord_presiden_of_PC_and_lord_justice_general",,0,"Involved_in_case_in1628.","jhm","02_19_02_10:03:57","jhm","11_27_03_09:43:11"
"JO_1161",1161,"JO","John","Moncreiff",,"Sir_of_that_Ilk",,"Sheriff_of_Perth",,0,"Involved_in_1628_cases.","jhm","02_19_02_10:06:45","jhm","12_02_03_11:59:19"
"JO_1162",1162,"JO","Thomas","Blair",,"Sir_of_Balthayock",,"sheriff_of_Perth","Balthayock",0,"Involved_in_cases_in_1643.","jhm","02_19_02_12:21:37","jhm","11_18_03_10:07:06"
"JO_1163",1163,"JO","Andrew","Playfair",,"Mr","minister",,"Aberdalgie_&_Dupplin",0,"Involved_in_cases_in_1643._Minister_at_Aberdalgie_and_Dupplin_1613-1657.","jhm","02_19_02_12:23:10","jhm","12_05_03_15:18:50"
"JO_1164",1164,"JO","Thomas","Haliburton",,"Mr","minister",,"Errol",0,"Minister_at_Errol_1640-45._Involved_in_cases_in_1643.","jhm","02_19_02_12:25:11","jhm","11_27_03_12:02:26"
"JO_1165",1165,"JO","John","Hall",,"Mr","minister",,"Kilspindie",0,"Minister_at_Dunbarney_then_Kilspindie,_1623-1646._Involved_in_case_in_1629.","jhm","02_19_02_13:09:17","jhm","01_09_04_12:08:31"
"JO_1166",1166,"JO","David","Wemyss",,"Mr","minister",,"Scone",0,"Minister_at_Scone,_1620-56._Attended_General_Assembly_in_1645_and_1648._Involved_in_case_in_1646.","jhm","02_19_02_13:10:25","jhm","12_18_03_15:12:31"
"JO_1168",1168,"JO","James","Oliphant",,"Mr","minister",,"Kinnoull",0,"Minister_at_Kinnoull,_1640-65._Involved_in_case_in_1646.","jhm","02_19_02_13:12:16","jhm","12_05_03_14:06:47"
"JO_1169",1169,"JO","George","Haliburton",,"Mr","minister",,"Perth",0,"Minister_at_second_charge_in_Perth,_1644-5._Involved_in_cases_in_1646.","jhm","02_19_02_13:12:53","jhm","01_09_04_12:07:35"
"JO_1170",1170,"JO","Edward","Richardson",,"Mr","minister",,"Forteviot",0,"Minister_at_Forteviot,_1635-49._Involved_in_case_in_1646.","jhm","02_19_02_13:13:35","jhm","12_12_03_10:54:15"
"JO_1171",1171,"JO","Alexander","Ross",,"Mr","minister",,"Insch",0,"Minister_at_Insch_1635-1661._Involved_in_case_in_1650.","jhm","03_04_02_12:00:36","jhm","12_12_03_12:03:02"
"JO_1172",1172,"JO","Alexander","Erskine",,"Laird_of_Pittodrie",,"ruling_elder","Pittodrie",0,"Involved_in_case_in_1650.","jhm","03_04_02_12:08:59","jhm","11_20_03_16:44:29"
"JO_1173",1173,"JO","James","Ogilvie",,,,"ruling_elder",,0,"Involved_in_case_in_1650._?from_Garioch.","jhm","03_04_02_12:09:32","jhm","12_05_03_14:06:23"
"JO_1174",1174,"JO","George","Mill",,"Mr",,,,0,"Involved_in_case_in_1650.","jhm","03_04_02_12:11:33","jhm","12_02_03_11:50:56"
"JO_1175",1175,"JO","Alexander","Strachan",,"Mr",,,,0,"Involved_in_case_in_1650.","jhm","03_04_02_12:12:03","jhm","12_15_03_15:29:57"
"JO_1176",1176,"JO","Arthur","Orr",,"Mr",,,,0,"Involved_in_case_in_1650.","jhm","03_04_02_12:12:40","jhm","12_05_03_14:23:10"
"JO_1177",1177,"JO","John","Gellie",,"Mr_the_younger",,,,0,"Involved_in_case_in_1650.","jhm","03_04_02_12:14:30","jhm","11_25_03_12:28:21"
"JO_1178",1178,"JO","Robert","Cheyne",,"Mr",,"ruling_elder",,0,"Involved_in_case_in_1650.","jhm","03_04_02_12:16:57","jhm","11_20_03_11:18:32"
"JO_1179",1179,"JO","John","Leslie",,"of_Balquhan",,,"Aberdeen",0,"Involved_in_cases_in_1597-8.","jhm","03_07_02_16:47:00","jhm","12_01_03_15:46:44"
"JO_1180",1180,"JO","John","Logie",,"Mr_of_Boddam","minister",,"Rathven",0,"Deposed_by_General_Assembly_in_1647_for_associating_with_the_Marquis_of_Huntly_and_other_excommunicated_people_in_the_parish._Involved_in_case_in_1650.","jhm","03_11_02_10:22:40","jhm","01_22_04_11:15:35"
"JO_1181",1181,"JO","Patrick","Darg",,"Mr","minister",,"Fordyce",0,"Minister_at_Fordyce._Involved_in_case_in_1650.","jhm","03_11_02_10:25:00","jhm","01_07_04_11:33:20"
"JO_1182",1182,"JO","Thomas","Law",,"Mr","minister",,"Elgin",0,"Minister_at_Elgin_(junior_charge)_from_1633-1657._Commissioner_at_General_Assembly_in_1646._Involved_in_cases_in_1646.","jhm","03_27_02_10:37:01","jhm","12_01_03_15:27:38"
"JO_1183",1183,"JO","Murdo","MacKenzie",,"Mr","minister",,"Elgin",0,"Minister_at_Elgin_(senior_charge)_1645-1677._Involved_in_cases_in_1646.","jhm","03_27_02_10:38:27","jhm","12_02_03_11:06:45"
"JO_1184",1184,"JO","William","Clogie",,"Mr","minister",,"Spynie",0,"Minister_at_Spynie,_1647-1659_but_presented_to_parish_in_Oct_1646._Involved_in_cases_in_1646.","jhm","03_27_02_10:39:13","jhm","11_20_03_11:35:09"
"JO_1185",1185,"JO","Alexander","Symmer",,"Mr","minister",,"Duffus_&_Unthank",0,"Minister_at_Duffus_&_Unthank_1643-1686,_General_Assembly_commissioner_1647._Involved_in_cases_in_1646.","jhm","03_27_02_10:40:15","jhm","12_17_03_10:34:24"
"JO_1186",1186,"JO","Richard","Maitland",,"Mr","minister",,"Marnoch",0,"Minister_at_Marnoch,_1631-1648._General_Assembly_commissioner_in_1647._Involved_in_case_in_1644.","jhm","03_28_02_12:39:31","jhm","01_22_04_11:32:32"
"JO_1187",1187,"JO","Robert","Jameson",,"Mr","minister",,"Cairney",0,"minister_at_at_Cairney,_Drumdelgie_and_Ruthven_(called_Botarie_and_Ruthven_until_1710),_1614-1660._Attended_GA_in_1649._Was_moderator_of_presbytery._Involved_in_case_in_1644.","jhm","03_28_02_12:40:37","jhm","12_01_03_14:04:10"
"JO_1188",1188,"JO","Donald","Fraser",,"Mr","minister",,"Urquhart",0,"Minister_at_Urquhart_1665-1684._Involved_in_case_in_1672.","jhm","04_02_02_13:00:18","jhm","01_07_04_12:13:19"
"JO_1189",1189,"JO","John","Gordon",,"Mr","minister",,"Kiltearn",0,"Minister_at_Kiltearn_and_Lemlair_1664-1690._Involved_in_case_in_1672.","jhm","04_02_02_13:01:29","jhm","01_07_04_12:24:21"
"JO_119",119,"JO","Andrew","Makghie",,"Mr","minister",,"Aberlady",0,"Involved_in_cases_in_1649._Minister_at_Aberlady_1646-1680._Taken_prisoner_in_1652.","jhm","06_14_01_14:11:24","jhm","12_02_03_12:31:40"
"JO_1190",1190,"JO","David","Ross",,"Mr","minister",,"Tarbat",0,"Minister_at_Tarbat,_1707-1748._Also_the_schoolmaster._Involved_in_case_in_1720.","jhm","04_03_02_11:52:06","jhm","12_12_03_12:05:04"
"JO_1191",1191,"JO","William","Innes",,"Mr","minister",,"Thurso",0,"Minister_at_Thurso,_1696-1737._Involved_in_cases_in_1719.","jhm","04_17_02_09:14:38","jhm","12_01_03_10:52:31"
"JO_1192",1192,"JO","George","Oswald",,"Mr","minister",,"Dunnet",0,"Minister_at_Dunnet,_1697-1725._Involved_in_cases_in_1719.","jhm","04_17_02_09:15:37","jhm","12_05_03_14:26:39"
"JO_1193",1193,"JO","William","Macbeth",,"Mr","minister",,"Olrig",0,"Minister_at_Olrig,_1699-1734._Involved_in_cases_in_1719.","jhm","04_17_02_09:16:21","jhm","12_02_03_09:19:22"
"JO_1194",1194,"JO","John","Munro",,"Mr","minister",,"Halkirk",0,"Minister_at_Halkirk,_1706-1743._Involved_in_cases_in_1719.","jhm","04_17_02_09:17:20","jhm","01_22_04_11:49:40"
"JO_1195",1195,"JO","Alexander","Gibson",,"Mr","minister",,"Canisbay",0,"Minister_at_Canisbay,_1705-1745._Involved_in_cases_in_1719.","jhm","04_17_02_09:18:14","jhm","11_25_03_12:34:36"
"JO_1196",1196,"JO","John","Munro",,"Mr","minister",,"Reay",0,"Minister_at_Reay,_1704-1722._Involved_in_cases_in_1719.","jhm","04_17_02_09:19:08","jhm","01_22_04_11:49:28"
"JO_1197",1197,"JO","Hugh","Corse",,"Mr","minister",,"Bower",0,"Minister_at_Bower,_1701-1738._Involved_in_cases_in_1719.","jhm","04_17_02_09:20:03","jhm","11_20_03_12:40:44"
"JO_1198",1198,"JO","Hector","Munro",,"Mr","minister",,"Watten",0,"Minister_at_Watten,_1701-1731._Involved_in_cases_in_1719.","jhm","04_17_02_09:20:54","jhm","12_02_03_12:09:36"
"JO_1199",1199,"JO","James","Campbell",,"Mr",,"Sheriff_Depute_(of_Caithness?)",,0,"Involved_in_case_in_1719.","jhm","04_17_02_09:23:17","jhm","11_20_03_10:30:47"
"JO_1200",1200,"JO","George","Duncan",,"Mr","minister",,"Walls,_Sandness,_Papa_Stour_and_Foula",0,"Involved_in_cases_in_1708_and_1725.","jhm","04_17_02_11:38:42","jhm","11_20_03_16:04:10"
"JO_1201",1201,"JO","John","Mitchell",,"Mr",,"?steward_of_Shetland",,0,"Involved_in_cases_in_1708_and_1725.","jhm","04_17_02_11:39:36","jhm","12_02_03_11:53:05"
"JO_1202",1202,"JO","George","Dick",,"Mr","minister",,"Old_Luce_(Glenluce)",0,"Minister_at_Old_Luce_or_Glenluce,_1639-1645._Involved_in_cases_in_1645.","jhm","04_25_02_09:29:41","jhm","11_20_03_14:53:55"
"JO_1203",1203,"JO","James","Blair",,"Mr","minister",,"Portpatrick",0,"Minister_at_Portpatrick_1630-1652._Attended_Gen_Ass_1638_and_commissioner_to_Gen_Ass_1645._Involved_in_case_in_1650.","jhm","04_25_02_10:14:14","jhm","11_18_03_10:02:46"
"JO_1204",1204,"JO","James","Lowrie",,"Mr","minister",,"Stoneykirk",0,"Minister_at_Stoneykirk_between_1648_and_1662._Involved_in_case_in_1650.","jhm","04_25_02_10:15:24","jhm","12_01_03_16:25:52"
"JO_1205",1205,"JO","John","Crooks",,"Mr","minister",,"New_Luce",0,"Minister_at_New_Luce_1647-1658._Involved_in_case_in_1650.","jhm","04_25_02_10:16:10","jhm","01_07_04_11:22:51"
"JO_1206",1206,"JO","Alexander","Veitch",,"Mr","minister","St_Michael's,_Dumfries","Dumfries",0,"Minister_at_first_charge_(St_Michael's)_Dumfries,_1694-1715._Was_involved_in_Pentland_Rising_and_imprisoned_on_the_Bass_Rock_between_1679_and_1680._Involved_in_cases_in_1699-1700.","jhm","05_01_02_16:35:08","jhm","01_22_04_14:17:40"
"JO_1207",1207,"JO","Alexander","Hutchison",,"Mr","minister",,"Troqueer_&_Kirkconnel",0,"Minister_at_Troqueer_&_Kirkconnel_1698-1704._Involved_in_case_in_1709.","jhm","05_01_02_16:52:54","jhm","12_01_03_10:12:21"
"JO_1208",1208,"JO","James","Henderson",,"Mr","minister",,"Kirkmahoe_&_Kilblane",0,"Minister_at_Kirkmahoe_&_Kilblane,_1696-1716._Involved_in_case_in_1700.","jhm","05_01_02_16:54:26","jhm","11_27_03_14:40:49"
"JO_1209",1209,"JO","Hugh","Nisbet",,"Mr","minister",,"Kirkgunzeon",0,"Minister_at_Kirkgunzeon,_1684-1702._Involved_in_case_in_1700.","jhm","05_01_02_16:55:32","jhm","12_05_03_12:32:15"
"JO_1210",1210,"JO","John","Sinclair",,"Mr","minister",,"Kirkpatrick_&_Irongray",0,"Minister_at_Kirkpatrick_&_Irongray_1690-93._Involved_in_case_in_1692.","jhm","05_02_02_11:44:20","jhm","12_15_03_10:22:55"
"JO_1211",1211,"JO","Alexander","Jaffry",,,,"bailie","Aberdeen",0,"Involved_in_cases_in_1597._Also_spelled_Joffray.","jhm","05_02_02_12:23:48","jhm","12_01_03_13:54:57"
"JO_1212",1212,"JO","Alexander","Chalmer",,,,"provost","Cults",0,"Involved_in_Andro_Man_case_and_others_in_1597-8..","jhm","05_09_02_11:51:09","jhm","01_07_04_10:57:00"
"JO_1213",1213,"JO","Thomas","Leslie",,,,"bailie","Aberdeen",0,"Involved_in_Andro_Man_case_in_1598.","jhm","05_09_02_11:53:54","jhm","12_01_03_15:47:54"
"JO_1214",1214,"JO","Robert","Howie",,"Mr","minister",,"Aberdeen",0,"Involved_in_Andro_Man_case_in_1597-8._Minister_at_Aberdeen_(3rd_charge)_1591-1598._Transferred_to_Dundee._Was_also_principal_of_Marischal_College.","jhm","05_09_02_11:55:59","jhm","12_01_03_10:33:17"
"JO_1215",1215,"JO","John","Sinclair",,,,"sheriff's_sergeant",,0,"Involved_in_Andro_Man_case_in_1598.","jhm","05_09_02_11:58:02","jhm","12_15_03_10:25:20"
"JO_1216",1216,"JO","Robert","Gareant",,,,"sheriff's_sergeant",,0,"Involved_in_Andro_Man_case_in_1598.","jhm","05_09_02_11:59:26","jhm","11_25_03_12:24:17"
"JO_1219",1219,"JO","Irvine","Alexander",,"Laird_of_Drum",,,"Drum",0,"Witnessed_Andro_Man's_confession_in_1598._May_be_the_same_or_related_to_LA_233.","jhm","05_09_02_12:14:43","jhm","12_19_03_12:35:56"
"JO_1220",1220,"JO","Patrick","Stewart",,,,,"Lettars",0,"Witnessed_Andro_Man's_confession_in_1598._No_idea_where_Lettars_is_was.","jhm","05_09_02_12:15:57","jhm","12_15_03_14:42:06"
"JO_1221",1221,"JO","Matthew","Stewart",,,,,"Ordings",0,"Witnessed_Andro_Man's_confession_in_1598._No_idea_where_Ordings_is_was.","jhm","05_09_02_12:16:53","jhm","12_15_03_14:35:38"
"JO_1222",1222,"JO","Alexander_(Sanders)","Menzies",,,,"burgess","Aberdeen",0,"Witnessed_Andro_Man's_confession_in_1598.","jhm","05_09_02_12:17:37","jhm","12_02_03_11:48:14"
"JO_1223",1223,"JO","James","Inglis",,,"notary",,,0,"Witnessed_Andro_Man's_confession_in_1598.","jhm","05_09_02_12:18:43","jhm","12_01_03_10:36:38"
"JO_1224",1224,"JO","Thomas","Gregor",,,,,,0,"Witnessed_Andro_Man's_confession_in_1597-8.","jhm","05_09_02_12:19:14","jhm","11_27_03_11:02:58"
"JO_1225",1225,"JO","Henry","Anderson",,,,,,0,"Witnessed_Andro_Man's_confession_in_1597-8.","jhm","05_09_02_12:19:52","jhm","11_12_03_14:35:20"
"JO_1226",1226,"JO","George","Smart",,,,,,0,"Witnessed_Andro_Man's_confession_in_1598.","jhm","05_09_02_12:20:16","jhm","12_15_03_11:46:44"
"JO_1227",1227,"JO","Thomas","Robertson",,,,,,0,"Witnessed_Andro_Man's_confession_in_1598.","jhm","05_09_02_12:21:38","jhm","12_12_03_11:39:24"
"JO_1228",1228,"JO","Thomas","Menzies",,,,,,0,"Witnessed_Andro_Man's_confession_in_1598.","jhm","05_09_02_12:22:05","jhm","12_02_03_11:48:36"
"JO_1229",1229,"JO","Hay","Francis",,"Earl_of_Errol",,"Great_Constable_of_Scotland","Slains",0,"Earl_of_Errol_and_Lord_Hay,_Great_Constable_of_Scotland._Involved_in_1597_Aberdeen_cases.","jhm","05_09_02_12:46:38","jhm","11_20_03_16:43:41"
"JO_1230",1230,"JO","Alexander","Hay",,,,"Justice_Depute","Ardmachrone",0,"Involved_in_1597_Aberdeen_case_-_possibly_the_Justice_Depute_of_Aberdeen._?Archmachrone.","jhm","05_09_02_12:49:38","jhm","01_22_04_16:02:20"
"JO_1231",1231,"JO","Harry","Drummond",,,,"Justice_Depute_of_Aberdeen_(?)",,0,"Involved_in_1597_Aberdeen_cases.","jhm","05_09_02_12:51:17","jhm","11_20_03_15:36:48"
"JO_1232",1232,"JO","John","Robertson",,,"notary","clerk_of_court",,0,"Notary_clerk_in_Aberdeen_court_in_1597.","jhm","05_09_02_12:52:26","jhm","12_12_03_11:38:15"
"JO_1233",1233,"JO","David","Sym",,,,"officer_of_court",,0,"Court_officer_in_Aberdeen_1597.","jhm","05_09_02_12:53:24","jhm","12_17_03_10:31:34"
"JO_1234",1234,"JO","John","Hay",,,,"court_dempster",,0,"Dempster_of_court_in_Aberdeen_1597.","jhm","05_09_02_12:55:03","jhm","11_27_03_14:17:52"
"JO_1235",1235,"JO","Alexander","Lesk",,,,,,0,"Chancellor_of_assize_in_1597._Possibly_the_same_as_JO_1242_although_he_is_recorded_as_being_involved_with_defence.","jhm","05_09_02_12:58:18","jhm","12_01_03_15:43:32"
"JO_1236",1236,"JO","Robert","Innes",,,,,,0,"Heard_Agnes_Wobster's_confession_in_1597.","jhm","05_09_02_16:39:28","jhm","12_01_03_10:50:58"
"JO_1237",1237,"JO","Gilbert","Davidson",,,,,"Lenabo",0,"Chancellor_of_assize_in_1597.","jhm","05_09_02_16:42:17","jhm","01_22_04_16:10:39"
"JO_1238",1238,"JO",,"Esselmont",,"Laird_of",,,"Ellon",0,"Involved_in_Aberdeen_cases_in_1597.","jhm","05_13_02_10:42:37","jhm","11_20_03_16:56:20"
"JO_1239",1239,"JO","William","May",,,"pricker",,,0,"Appears_to_have_been_a_pricker_in_some_Aberdeen_cases_in_1597.","jhm","05_13_02_10:43:11","jhm","12_02_03_10:22:30"
"JO_1240",1240,"JO","Patrick","Cruickshank",,,,,"Ardiffery",0,"Accuser_in_Aberdeen_in_1597.","jhm","05_13_02_12:07:52","jhm","01_22_04_16:01:34"
"JO_1241",1241,"JO","George","Cruickshank",,,,,,0,"Complainer_in_Aberdeen_cases_in_1597.","jhm","05_13_02_12:08:56","jhm","11_20_03_14:05:46"
"JO_1242",1242,"JO","Alexander","Leysk",,,,,"Ardmoir",0,"Defence_in_Aberdeen_cases_from_1597._Possibly_the_same_as_JO_1235_although_he_was_chancellor_of_assize_so_probably_not.","jhm","05_13_02_12:09:41","jhm","12_01_03_15:58:16"
"JO_1243",1243,"JO","Patrick","Leysk",,,,,"Little_Haddo",0,"Defence_in_Aberdeen_cases_from_1597.","jhm","05_13_02_12:10:11","jhm","12_01_03_15:58:29"
"JO_1244",1244,"JO","Robert","Gairdyne",,,,,"Balgresso",0,"Chancellor_in_Aberdeen_trials_in_1597.","jhm","05_13_02_12:29:42","jhm","11_25_03_12:22:14"
"JO_1246",1246,"JO","John","Irving",,,,,"Petmurchy",0,"Chancellor_of_Aberdeen_trials_in_1598.","jhm","05_14_02_16:27:11","jhm","12_01_03_10:54:30"
"JO_1247",1247,"JO","John","Ross",,"Mr","minister",,"Lumphanan",0,"Involved_in_1597_Aberdeen_cases._Was_minister_at_Lumphanan_1597-1603._Member_of_assembly_in_1603.","jhm","05_16_02_12:02:24","jhm","01_22_04_15:20:16"
"JO_1249",1249,"JO","Andrew","Gaw",,,,,"Aberdeen_area",0,"No_details_but_was_a_witness_to_questioning_during_1597_Aberdeen_trial.","jhm","06_10_02_20:56:04","jhm","11_25_03_12:24:58"
"JO_1250",1250,"JO","Alexander","Vareak",,,,,,0,"No_details_but_was_a_witness_to_questioning_in_Aberdeen_case_in_1597_so_may_have_been_from_Aberdeen_area._Involved_in_case_in_1597.","jhm","06_10_02_20:57:38","jhm","01_22_04_14:17:19"
"JO_1251",1251,"JO","Hugh","Crawford",,,,,"Whitehill,_Aberdeen",0,"Chancellor_in_1597_Aberdeen_trials.","jhm","06_10_02_21:38:50","jhm","11_20_03_13:50:07"
"JO_1252",1252,"JO","James","Morrison",,"Mr","minister",,"Evie_&_Rendall",0,"Minister_at_Evie_&_Rendall,_involved_in_case_in_1643.","jhm","06_17_02_14:35:23","jhm","12_02_03_12:53:08"
"JO_1253",1253,"JO","Henry_(Harry)","Aitken",,"Mr",,"Sheriff-depute",,0,"Sheriff_depute_for_Orkney_in_1643._Also_noted_as_a_bailie_magistrate_and_was_a_judge_in_some_trials._Involved_in_investigations_and_trials_in_1633_and_1643-4.","jhm","06_17_02_15:15:37","jhm","12_19_03_14:15:53"
"JO_1254",1254,"JO","Henry","Smith",,"Mr",,,"Orkney",0,"Involved_in_Orkney_case_in_1643-4.","jhm","06_17_02_15:30:04","jhm","12_15_03_11:50:42"
"JO_1255",1255,"JO","John","Pottinger",,,"skipper","ruling_elder","Orkney",0,"Complained_to_the_presbytery_about_case_of_Barbara_Bowndie_in_1643-4.","jhm","06_17_02_15:49:26","jhm","12_05_03_15:59:20"
"JO_1256",1256,"JO","John","Aitken",,,,,"Orkney",0,"Brought_complaints_against_Barbara_Bowndie_in_1643.","jhm","06_17_02_15:50:24","jhm","11_12_03_14:24:23"
"JO_1257",1257,"JO","George","Johnston",,"Mr","minister",,"Kirkwall_&_St_Ola",0,"Involved_in_Barbara_Bowndie_case_in_1643-4._Minister_at_Kirkwall_&_St_Ola_from_1642-47,_(had_been_at_Sanquhar),_then_moved_to_Orphir_until_1658.","jhm","06_17_02_15:51:41","jhm","12_01_03_14:09:12"
"JO_1258",1258,"JO","Patrick","Waterston",,"Mr_the_younger","minister",,"Orphir",0,"Involved_in_Barbara_Bowndie_case_in_1643-4._Minister_at_Orphin_1624-1642._Was_moderator_of_presbytery.","jhm","06_17_02_15:52:20","jhm","01_22_04_14:20:19"
"JO_1259",1259,"JO","David","Watson",,"Mr","minister",,,0,"Involved_in_Barbara_Bowndie_case_in_1643-4._Minister_at_Rousay_and_Eglisay_then_transferred_to_Westray_in_1635._Member_of_General_Assembly_in_1638._Died_in_1650s?","jhm","06_17_02_15:53:28","jhm","01_22_04_14:20:38"
