AccusedRef,AccusedSystemId,AccusedID,FirstName,LastName,M_Firstname,M_Surname,Alias,Patronymic,DesTitle,Sex,Age,Age_estcareer,Age_estchild,Res_settlement,Res_parish,Res_presbytery,Res_county,Res_burgh,Res_NGR_Letters,Res_NGR_Easting,Res_NGR_Northing,Ethnic_origin,MaritalStatus,SocioecStatus,Occupation,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"A_EGD_110","EGD",110,"Robert","Grierson","Robert","Grierson","Rob_the_Rowar",,,"Male",,0,0,"Prestonpans","P_ST_1359","Haddington","Haddington",,,,,,,,,"also_known_as_Robert_the_comptroller","SMD","05_15_01_11:06:51","jhm","10_02_02_15:40:54"
"A_EGD_1100","EGD",1100,"Isobel","Quhyte","Isobel","White",,,,"Female",,0,0,"Auchuren",,,"Lanark",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_10:39:50"
"A_EGD_1101","EGD",1101,"Agnes","Adam","Agnes","Adam",,,,"Female",,0,0,"Cleghorne",,,"Lanark",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_10:41:02"
"A_EGD_1102","EGD",1102,"Helene","Simsoun","Helen","Simpson",,,,"Female",,0,0,"Craignuik",,,"Lanark",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_10:41:59"
"A_EGD_1103","EGD",1103,"Janet","Pursell","Janet","Purcell",,,,"Female",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_10:43:13"
"A_EGD_1104","EGD",1104,"Janet","Scherar","Janet","Shearer",,,,"Female",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,"Also_recorded_as_Scheirer._Few_other_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_10:44:56"
"A_EGD_1105","EGD",1105,"Janet","Hill","Janet","Hill",,,,"Female",,0,0,"Preston",,"Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_10:46:15"
"A_EGD_1106","EGD",1106,"Helen","Scott","Helen","Scott",,,,"Female",,0,0,,"P_ST_1232","Selkirk","Roxburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_10:47:42"
"A_EGD_1107","EGD",1107,"Helene","Gastoun","Helen","Gaston",,,,"Female",,0,0,"Lassudden",,,"Roxburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:37:14"
"A_EGD_1108","EGD",1108,"Margaret","Patersoun","Margaret","Paterson",,,,"Female",,0,0,"Langnewtoun",,,"Roxburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_10:49:22"
"A_EGD_1109","EGD",1109,"Margaret","Strudgeoun","Margaret","Studgeon",,,,"Female",,0,0,,,,"Lanark",,,,,,,"Landless","Vagabond",,"SMD","05_15_01_11:06:51","jhm","10_02_02_10:50:55"
"A_EGD_1110","EGD",1110,"Bessie","Carfa","Elizabeth","Carfrae",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:22:43"
"A_EGD_1111","EGD",1111,"Thomas","Carfra","Thomas","Carfrae",,,,"Male",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:23:43"
"A_EGD_1112","EGD",1112,"Alison","Borthuick","Alison","Borthwick",,,,"Female",,0,0,,,,"Haddington",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:24:40"
"A_EGD_1113","EGD",1113,"John","Carfa","John","Carfrae",,,,"Male",,0,0,,,,"Haddington",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:25:26"
"A_EGD_1114","EGD",1114,"Beigs","Wallace","Beigis","Wallace",,,,"Female",,0,0,"Preston","P_ST_1359","Haddington","Haddington",,,,,,,,,"She_denounced_her_daughter","SMD","05_15_01_11:06:51","jhm","10_02_02_11:28:05"
"A_EGD_1115","EGD",1115,"Margaret","Mathesoun","Margaret","Matheson",,,,"Female",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,,,,"Described_as_having_been_burnt_at_Preston","SMD","05_15_01_11:06:51","jhm","10_02_02_11:38:05"
"A_EGD_1116","EGD",1116,"Christian","Thomesoun","Christine","Thomson",,,,"Female",,0,0,,"P_ST_1334","Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_11:39:14"
"A_EGD_1117","EGD",1117,"Margaret","Small","Margaret","Small",,,,"Female",,0,0,,"P_ST_1334","Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_11:40:21"
"A_EGD_1118","EGD",1118,"Isabel","Dryburgh","Isobel","Dryburgh",,,,"Female",,0,0,,"P_ST_1334","Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_11:43:12"
"A_EGD_1119","EGD",1119,"Bessie","Aitkine","Elizabeth","Aiken",,,,"Female",,0,0,"Swintounhill",,,"Berwick",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:44:25"
"A_EGD_112","EGD",112,"Katherine","Muirhead","Katherine","Muirhead",,,,"Female",,0,0,,,,,,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_05_02_12:29:39"
"A_EGD_1120","EGD",1120,"David","Nisbett","David","Nisbet",,,,"Male",,0,0,,"P_ST_606","Chirnside","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:45:27"
"A_EGD_1121","EGD",1121,"Janet","Liddel","Janet","Little",,,,"Female",,0,0,,"P_ST_804","Chirnside","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:46:56"
"A_EGD_1123","EGD",1123,"Agnes","Falconer","Agnes","Falconer",,,,"Female",,0,0,,"P_ST_804","Chirnside","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_11:49:34"
"A_EGD_1124","EGD",1124,"Margaret","Alexander","Margaret","Alexander",,,,"Female",,0,0,"Pickiltillane",,"Haddington","Haddington",,,,,,,,,"Accused_named_by_Alexander_Hamilton,_warlock.","SMD","05_15_01_11:06:51","jhm","10_02_02_11:59:21"
"A_EGD_1125","EGD",1125,"Agnes","Sinclare","Agnes","Sinclair",,,,"Female",,0,0,"Burnehead",,"Haddington","Haddington",,,,,,,,,"Named_along_with_several_others_by_Alexander_Hamilton,_warlock.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:05:19"
"A_EGD_1126","EGD",1126,"Bessie","Lawder","Elizabeth","Lauder",,,,"Female",,0,0,"Nunland",,"Haddington","Haddington",,,,,,,,,"Named_along_with_several_others_by_Alexander_Hamilton,_warlock.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:07:24"
"A_EGD_1127","EGD",1127,"Katherine","Lawder","Katherine","Lauder",,,,"Female",,0,0,"Stobstane",,"Haddington","Haddington",,,,,,,,,"Accused_named_by_Alexander_Hamilton,_warlock.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:10:11"
"A_EGD_1128","EGD",1128,"Bessie","Duncan","Elizabeth","Duncan",,,,"Female",,0,0,"Walkerland",,"Haddington","Haddington",,,,,,,,,"Accused_named_by_Alexander_Hamilton,_warlock.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:14:35"
"A_EGD_1129","EGD",1129,"Margaret","Mitchell","Margaret","Mitchell",,,,"Female",,0,0,,"P_JO_3539","Haddington","Haddington","Haddington",,,,,,,,"Named_along_with_seveal_others_by_Alexander_Hamilton,_warlock","SMD","05_15_01_11:06:51","jhm","10_02_02_12:17:16"
"A_EGD_113","EGD",113,"Francis","Stewart,_Earl_of_Bothwell","Francis","Stewart",,,"Earl","Male",,0,0,,,,,,,,,,,"Nobility_Chiefs",,,"SMD","05_15_01_11:06:51","jhm","10_03_02_10:21:05"
"A_EGD_1130","EGD",1130,"Alesoun","Carrick","Alison","Carrick",,,,"Female",,0,0,,"P_JO_3539","Haddington","Haddington","Haddington",,,,,,,,"Named_by_Alexander_Hamilton,_warlock,_and_called_to_confront_him_along_with_other_suspects.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:18:45"
"A_EGD_1131","EGD",1131,"Katherine","Kirktoun","Katherine","Kirkton",,,,"Female",,0,0,,"P_JO_3539","Haddington","Haddington","Haddington",,,,,,,,"Named_by_Alexander_Hamilton,_warlock.","SMD","05_15_01_11:06:51","jhm","10_07_02_12:36:55"
"A_EGD_1132","EGD",1132,"Bessie","Hepburne","Elizabeth","Hepburn",,,,"Female",50,0,1,,"P_JO_3539","Haddington","Haddington","Haddington",,,,,"Widowed","Upper",,"Named_by_Alexander_Hamilton,_warlock._Son_put_up_bail_of_3000_merks_for_his_mother_and_so_was_most_likely_an_adult_himself._This_amount_of_money_suggests_that_the_family_were_upper_s_e_level_and_either_had_money_or_had_access_to_it.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:24:29"
"A_EGD_1133","EGD",1133,"Barbara","Wod","Barbara","Wood",,,,"Female",,0,0,,"P_ST_1133","Earlston","Berwick","Lauder",,,,,"Married","Middling",,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:26:35"
"A_EGD_1134","EGD",1134,"Susanna","Skaitsone","Susanna","Skaitson",,,,"Female",,0,0,"Clerkington",,"Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:28:16"
"A_EGD_1135","EGD",1135,"Agnes","Rannick","Agnes","Rannick",,,,"Female",,0,0,"Clerkington",,"Dalkeith","Edinburgh",,,,,,,,,"Few_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:30:02"
"A_EGD_1136","EGD",1136,"Marioun","Tailzefeir","Marion","Taylor",,,,"Female",,0,0,"Nenthorne",,,"Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:31:13"
"A_EGD_1137","EGD",1137,"Janet","Allane","Janet","Alan",,,,"Female",,0,0,,"P_ST_1133","Earlston","Berwick","Lauder",,,,,"Married","Middling",,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:25:51"
"A_EGD_1138","EGD",1138,"Marion","Porteous","Marion","Porteous",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:33:17"
"A_EGD_1139","EGD",1139,"Annie","Purdie","Anne","Purdie",,,,"Female",,0,0,"Newhall",,,"Edinburgh",,,,,,,,,"This_may_be_the_same_person_as_Anne_Pursell,_c_jo_2790.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:34:11"
"A_EGD_1141","EGD",1141,"Jon","Hog","John","Hogg",,,,"Male",,0,0,"Markle","P_ST_1359","Haddington","Haddington",,,,,,"Married","Middling",,"They_had_an_outhouse_that_Hammilton_slept_in.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:35:13"
"A_EGD_1142","EGD",1142,"Jean","Thomesone","Jean","Thomson",,,,"Female",,0,0,"Bigend",,,"Dumfries",,,,,,"Widowed","Upper",,"See_notes_on_accused_for_c_egd_1155_for_details_of_the_family's_socie-econimic_standing.","SMD","05_15_01_11:06:51","jhm","10_02_02_14:29:33"
"A_EGD_1143","EGD",1143,"Margaret","Maxwell","Margaret","Maxwell",,,,"Female",50,0,1,"Brigend","P_ST_715","Dumfries","Dumfries","Dumfries",,,,,"Married","Upper",,"Her_daughter_married_an_important_burgess.__Also_the_level_of_Privy_Council_intervention_seems_to_indicate_a_higher_status.__Her_daughter_was_already_a_widow,_so_she_was_probably_older_than_50.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:40:02"
"A_EGD_1144","EGD",1144,"Agnes","Campbell","Agnes","Campbell","Nans",,,"Female",,0,0,,"P_ST_494","Ayr","Ayr","Ayr",,,,,"Married","Middling",,"May_have_been_in_trouble_with_KS_for_adultery_and_non-appearance_for_punishment_in_1617_(7_10_1617-17_11_1617)._Husband_was_a_burgess_in_Ayr,_he_appeared_to_be_in_trouble_for_adultery_as_well.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:42:26"
"A_EGD_1145","EGD",1145,"Marion","Sandersoun","Marion","Sanderson",,,,"Female",,0,0,,"P_ST_606","Duns","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:43:52"
"A_EGD_1146","EGD",1146,"Janet","Miller","Janet","Miller",,,,"Female",,0,0,,,"Glasgow","Lanark","Glasgow",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:44:45"
"A_EGD_1147","EGD",1147,"Grissell","Boill","Griselda","Boyle",,,,"Female",,0,0,,,"Glasgow","Lanark","Glasgow",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:46:06"
"A_EGD_1148","EGD",1148,"Janet","Bishop","Janet","Bishop",,,,"Female",,0,0,,"P_ST_1334","Dalkeith","Edinburgh",,,,,,,,,"Few_personal_details.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:48:51"
"A_EGD_1149","EGD",1149,"Margaret","Cuthbertson","Margaret","Cuthbertson",,,,"Female",,0,0,,"P_ST_1334","Dalkeith","Edinburgh",,,,,,,,,"Few_details_about_accused.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:51:03"
"A_EGD_115","EGD",115,"John","Stewart","John","Stewart",,,,"Male",,0,0,,,,"Orkney",,,,,,,"Lairds_Baron",,"He_was_the_Master_of_Orkney,_brother_germane_to__Patrick,_Earl_of_Orkney","SMD","05_15_01_11:06:51","jhm","10_03_02_11:05:34"
"A_EGD_1150","EGD",1150,"Jean","Miller","Jean","Miller",,,,"Female",,0,0,,,"Glasgow","Lanark","Glasgow",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_12:52:19"
"A_EGD_1151","EGD",1151,"Helen","Manderstoun_(Arnot)","Helen","Manderston_(Arnot)",,,"Lady","Female",,0,0,"Manderstone",,,"Berwick",,,,,,"Married","Nobility_Chiefs",,"Very_high_status_accused.__She_divorced_Sir_George_Home_of_Manderston_on_10_Nov_1632.","SMD","05_15_01_11:06:51","jhm","10_02_02_12:53:47"
"A_EGD_1153","EGD",1153,"William","Stevinsoun","William","Stevenson",,,,"Male",50,0,1,"Hirsell",,"Duns","Berwick",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_13:02:53"
"A_EGD_1154","EGD",1154,"Alisoun","Pringill","Alison","Pringle",,,,"Female",,0,0,"Hirsell",,"Duns","Berwick",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_13:02:39"
"A_EGD_1155","EGD",1155,"Gellie","Robson","Gillian","Robeson",,,,"Female",,0,0,"Garlof",,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:35:15"
"A_EGD_1156","EGD",1156,"Margaret","Ballame_(Baleny)","Margaret","Bellanie",,,,"Female",,0,0,,"P_ST_495","Chirnside","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:37:52"
"A_EGD_1157","EGD",1157,"Alison","Wilson","Alison","Wilson",,,,"Female",,0,0,,"P_ST_804","Chirnside","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:40:40"
"A_EGD_1158","EGD",1158,"Agnes","Wilson","Agnes","Wilson",,,,"Female",,0,0,,"P_ST_804","Chirnside","Berwick",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","10_07_02_12:37:40"
"A_EGD_1159","EGD",1159,"Janet","Mitchell","Janet","Mitchell",,,,"Female",,0,0,"Mains_of_Cardrosse",,"Dunbarton","Dunbarton",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","LEM","11_11_02_12:28:40"
"A_EGD_116","EGD",116,"Alesoun","Balfour","Alison","Balfour",,,,"Female",,0,0,,"P_ST_1471","Cairston","Orkney",,,,,"Irish","Married",,,"Her_husband_was_described_as_being_lxxxxj_years_of_age_(91?).__She_had_one_son_and_one_daughter_as_well,_they_were_all_tortured.__She_was_described_as_being_from_Ireland.","SMD","05_15_01_11:06:51","jhm","11_12_02_14:50:08"
"A_EGD_1160","EGD",1160,"Andrew","Abel","Andrew","Abel",,,,"Male",45,1,0,"Hill_of_Tillicarie",,"Aberdeen","Aberdeen",,,,,,,,,"reputation_for_20_years_(20+25=45)","SMD","05_15_01_11:06:51","jhm","10_02_02_14:43:46"
"A_EGD_1161","EGD",1161,"Margaret","Callander","Margaret","Callander",,,,"Female",,0,0,,,,"Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:44:44"
"A_EGD_1162","EGD",1162,"Margaret","Rid","Margaret","Reid",,,,"Female",,0,0,,"P_ST_585","Deer","Aberdeen",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:45:43"
"A_EGD_1163","EGD",1163,"Janet","Currie","Janet","Currie",,,,"Female",,0,0,,"P_ST_585","Deer","Aberdeen",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:46:21"
"A_EGD_1164","EGD",1164,"Jonet","Smaillie","Janet","Smillie",,,,"Female",,0,0,,"P_ST_494","Ayr","Ayr","Ayr",,,,,,"Middling",,"In_trouble_with_kirk_session_for_slander_and_blaspheming,_?1613_&_1615._Banished_in_1622.__She_was_an_indweller_of_Ayr.__Possibly_same_person_as_Jonnet_Smelie,_c_egd_1836_(1_5_1650).","SMD","05_15_01_11:06:51","jhm","10_02_02_14:47:47"
"A_EGD_1165","EGD",1165,"Jonnet","Reid","Janet","Reid",,,,"Female",,0,0,"Sandmylne",,,"Ayr",,,,,,,,,"possibly_same_person_as_c_egd_243","SMD","05_15_01_11:06:51","jhm","10_02_02_14:52:28"
"A_EGD_1166","EGD",1166,"Marion","Hannay","Marion","Hanna",,,,"Female",,0,0,,,,"Dumfries",,,,,,,,,"Latter_mentioned_in_Helen_Moorheid's_case_in_1659,_c_egd_797.","SMD","05_15_01_11:06:51","jhm","10_02_02_14:54:46"
"A_EGD_1167","EGD",1167,"Katherine","McCheyne","Katherine","MacCheyne",,,,"Female",,0,0,,"P_ST_1164","Lochmaben","Dumfries","Lochmaben",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:57:45"
"A_EGD_1168","EGD",1168,"Marioun","Johnstoun","Marion","Johnston","Hauche",,,"Female",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_14:59:10"
"A_EGD_1169","EGD",1169,"Margaret","Affleck","Margaret","Affleck",,,,"Female",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:00:08"
"A_EGD_117","EGD",117,"Alesoune","Jollie","Alison","Jollie",,,,"Female",,0,0,,"P_ST_864","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_03_02_12:05:36"
"A_EGD_1170","EGD",1170,"Marion","Martine","Marion","Martin","Malie_Martine",,,"Female",,0,0,"Barfill",,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:01:20"
"A_EGD_1171","EGD",1171,"Jonet","Clerk","Janet","Clark",,,,"Female",,0,0,"Hollowyairds_of_Hills",,,"Dumfries",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:02:03"
"A_EGD_1172","EGD",1172,"Agnes","Kirkpatrick","Agnes","Kirkpatrick",,,,"Female",,0,0,"Hills_of_Lochretoun","P_ST_1185","Dumfries","Dumfries",,,,,,,,,"I_think_this_is_probably_Lochrutton_parish,_Dumfries_presbytery.","SMD","05_15_01_11:06:51","jhm","10_02_02_15:03:41"
"A_EGD_1173","EGD",1173,"Janet","Robsoun","Janet","Robeson",,,,"Female",,0,0,,"P_ST_715","Dumfries","Dumfries","Dumfries",,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:04:20"
"A_EGD_1175","EGD",1175,"Mawsie","Aslownae","Margaret","Sloan",,,,"Female",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:05:15"
"A_EGD_1176","EGD",1176,"Elspet","Bladderstouns","Elizabeth","Bladderstouns",,,,"Female",,0,0,,"P_ST_1519","Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:08:09"
"A_EGD_1177","EGD",1177,"Margaret","Andersoun","Margaret","Anderson",,,,"Female",,0,0,"Ally",,,"Aberdeen",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:08:51"
"A_EGD_1178","EGD",1178,"Thomas","Grig","Thomas","Greg",,,,"Male",,0,0,"Burn_of_Auchley",,"Aberdeen","Aberdeen",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:11:24"
"A_EGD_1179","EGD",1179,"Jonet","Ker","Janet","Ker",,,,"Female",,0,0,,"P_ST_895","Earlston","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:12:39"
"A_EGD_118","EGD",118,"Cristian","Stewart","Christine","Stewart",,"Nik_Walter",,"Female",,0,0,,,,,,,,,,,"Very_Poor","Vagabond","Two_other_women_named_Stewart_(Issobell_and_Margaret)_were_forced_to_do_purgation_by_oath_that_they_were_not_also_guilty_of_bewitching_Patrick_Ruthven.","SMD","05_15_01_11:06:51","LEM","12_05_02_14:19:55"
"A_EGD_1180","EGD",1180,"Bessie","Nisbitt","Elizabeth","Nisbet",,,,"Female",,0,0,,"P_ST_513","Earlston","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:13:55"
"A_EGD_1181","EGD",1181,"Janet","Scot","Janet","Scott",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:14:33"
"A_EGD_1182","EGD",1182,"Janet","Galbraith","Janet","Galbraith",,,,"Female",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:16:43"
"A_EGD_1183","EGD",1183,"William","Broun","William","Brown",,,,"Male",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:17:25"
"A_EGD_1184","EGD",1184,"Helen","Bissat","Helen","Bisset",,,,"Female",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:18:28"
"A_EGD_1185","EGD",1185,"Bessie","Guiddale","Elizabeth","Goodal",,,,"Female",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:19:16"
"A_EGD_1187","EGD",1187,"Janet","Wilkie","Janet","Wilkie",,,,"Female",,0,0,"Wester_Weymes","P_ST_1576","Kirkcaldy","Fife",,,,,,"Married","Middling",,"Husband_was_a_smith","SMD","05_15_01_11:06:51","jhm","10_02_02_15:20:17"
"A_EGD_1188","EGD",1188,"Margaret","Borthuick","Margaret","Borthwick","Berdock",,,"Female",,0,0,,,,,,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","08_30_01_11:10:24"
"A_EGD_1189","EGD",1189,"Elizabeth","Selkirk","Elizabeth","Selkirk",,,,"Female",,0,0,"Cowsland",,"Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:27:17"
"A_EGD_119","EGD",119,"Jonet","Grawie","Janet","Gowrie",,,,"Female",,0,0,,,,,,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_03_02_12:43:20"
"A_EGD_1190","EGD",1190,"Margaret","Veitche","Margaret","Veitch",,,,"Female",,0,0,"Cowsland",,"Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:26:14"
"A_EGD_1191","EGD",1191,"Janet","Patersoun","Janet","Paterson",,,,"Female",,0,0,"Cowsland",,"Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:29:02"
"A_EGD_1193","EGD",1193,"Margaret","Heriot","Margaret","Heriot",,,,"Female",,0,0,"Caringtoun_Walkemylnes","P_ST_655","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:34:32"
"A_EGD_1194","EGD",1194,"Janet","Beverage","Janet","Beveridge",,,,"Female",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,"Married","Middling",,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:35:29"
"A_EGD_1195","EGD",1195,"Alison","Neving","Alison","Niven",,,,"Female",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","12_06_02_12:22:46"
"A_EGD_1196","EGD",1196,"Margaret","Dasoun","Margaret","Dawson",,,,"Female",,0,0,,"P_ST_760","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_02_02_15:38:23"
"A_EGD_1197","EGD",1197,,"Samuelston_(Home)",,"Samuelston_(Home)",,,"Lady","Female",,0,0,,,,,,,,,,"Widowed","Lairds_Baron",,,"SMD","05_15_01_11:06:51","LEM","06_14_01_14:13:23"
"A_EGD_1198","EGD",1198,"Marion","Bankes","Marion","Banks",,,,"Female",50,0,1,"Cousland","P_ST_660","Dalkeith","Edinburgh",,,,,,"Married","Lower",,"Husband_and_daughter_also_accused.S_e_status_based_on_husband's_occupation","SMD","05_15_01_11:06:51","jhm","10_03_02_09:44:16"
"A_EGD_1199","EGD",1199,"Marioun","Andersoun","Marion","Anderson",,,,"Female",,0,0,"Cousland","P_ST_660","Dalkeith","Edinburgh",,,,,,"Married","Lower",,"S_e_status_based_on_husband's_occupation._Name_recorded_as_Manderstoun_in_presbytery_minutes.","SMD","05_15_01_11:06:51","jhm","10_03_02_09:44:25"
"A_EGD_12","EGD",12,"Jonet","Carfrae","Janet","Carfrae",,,,"Female",,0,0,"Sammuelston","P_JO_3539","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","09_26_02_15:57:44"
"A_EGD_120","EGD",120,"Jonet","Stewart","Janet","Stewart",,,,"Female",,0,0,"Cannongate","P_ST_654","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_03_02_13:58:36"
"A_EGD_1200","EGD",1200,"John","Phenick","John","Fenwick",,,,"Male",50,0,1,"Cousland","P_ST_660","Dalkeith","Edinburgh",,,,,,"Married","Lower","Tailor","Accused_with_wife_and_daughter.","SMD","05_15_01_11:06:51","jhm","10_08_02_14:06:20"
"A_EGD_1201","EGD",1201,"Giles","Swintoun","Giles","Swinton",,,,"Male",,0,0,"Cousland","P_ST_660","Dalkeith","Edinburgh",,,,,,,,,"Few_details,_recorded_as_John_in_presbytery_minutes","SMD","05_15_01_11:06:51","jhm","10_03_02_09:44:42"
"A_EGD_1202","EGD",1202,"Christian","Steill","Christine","Steel",,,,"Female",,0,0,"Cousland","P_ST_660","Dalkeith","Edinburgh",,,,,,,,,"Few_details","SMD","05_15_01_11:06:51","jhm","10_03_02_09:44:56"
"A_EGD_1203","EGD",1203,"Janet","Richardson","Janet","Richardson",,,,"Female",,0,0,"Cousland","P_ST_660","Dalkeith","Edinburgh",,,,,,"Married","Lower",,"S_e_status_based_on_husband's_occupation","SMD","05_15_01_11:06:51","jhm","10_03_02_09:46:02"
